model_name,category,entity,product_name,intended_purpose,month,service_type,source_file
修图家图像修复去划痕算法,服务提供者,福建帝视科技集团有限公司,修图家(小程序),应用于图像生成场景，对用户输入的含有划痕、折痕、破损、缺角、污渍等缺陷的照片进行自动缺陷检测和自动修复，生成符合用户需求的图像。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
修图家图像修复黑白上色算法,服务提供者,福建帝视科技集团有限公司,修图家(小程序),应用于图像生成场景，根据用户输入的黑白图像，生成对应的彩色图像，实现黑白图像上色功能。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
修图家图像修复老照片修复算法,服务提供者,福建帝视科技集团有限公司,修图家(小程序),应用于图像生成场景，根据用户输入的低清图像，生成对应的高清图像，提升图像的清晰度。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
云从从容代码生成算法,服务提供者,云从科技集团股份有限公司,云从从容大模型官网(网站),应用于代码生成场景，根据用户输入的代码或文本，生成相应的代码。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
慧泽生成式算法,服务技术支持者,天翼云科技有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
薄荷健康内容生成算法,服务提供者,上海薄荷健康科技股份有限公司,薄荷健康（APP）,应用于对话生成场景，根据用户输入的提问文本，生成减肥咨询相关领域的回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
百年育才高考报考智能助手文本生成算法,服务提供者,百年育人（大连）教育科技有限公司,百年育才AI志愿填报(APP)、百年育才AI志愿填报(网站)、百年育才AI志愿填报(小程序),应用于文本生成场景，根据用户输入的文本，生成高考志愿填报相关的建议文本。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
天融信天问安全文本生成算法,服务提供者,北京天融信网络安全技术有限公司,天融信大数据分析系统(网站)、天融信智能客服(网站),应用于文本生成场景，根据用户输入的文本，生成网络安全领域相关的文本。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
天融信天问安全文本生成服务算法,服务技术支持者,北京天融信网络安全技术有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本，生成网络安全领域相关的文本。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
大拿火箭大模型算法,服务提供者,深圳大拿智能设备有限公司,Dana AI(APP),应用于对话生成场景，根据用户输入的问题或提示，生成相应的回答。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
水母快写大模型算法,服务提供者,上海有乾网络科技有限公司,水母快写(网站)、水母快写(APP),应用于多模态内容生成场景，根据用户输入的文本，生成符合用户要求的文本、图像和视频内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
连信洞见人和大模型算法,服务提供者,浙江连信科技有限公司,连小信(APP),应用于文本生成场景，根据用户输入的文本、图像、音频、视频信息，生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
有道云笔记内容生成算法,服务提供者,杭州网易竹邮科技有限公司,有道云笔记(APP),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
彩讯睿驰大模型算法,服务技术支持者,彩讯科技股份有限公司,--,应用于文本生成场景，服务于企业端客户，根据用户输入的文本、图像、音频、视频信息，生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
秋米生成合成算法,服务提供者,秋米网络技术（北京）有限公司,超级语言(网站),应用于图像生成场景，根据用户输入的文本信息或参考图像，生成符合用户需求的图像内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
天天练智能对话生成算法,服务提供者,创境领域（深圳）科技有限公司,英语天天练(APP)、数学天天练(APP)、少年创境(APP),应用于对话生成场景，根据用户输入的文本问题，生成相应的文本回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
凯叔图像生成算法,服务提供者,北京凯声文化传媒有限责任公司,凯叔讲故事（APP）,应用于图像生成场景，根据用户输入的文本信息，生成符合用户需求的图像内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
汇智智能文本生成算法,服务提供者,江苏汇智智能数字科技有限公司,Gnomic智能体平台(网站),应用于文本生成场景，根据用户输入的文本信息，生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
PSAI试衣视频生成算法,服务提供者,虹软科技股份有限公司,PhotoStudio® AI(网站),应用于视频生成场景，根据用户输入的单张试衣图像，结合内置模特驱动视频，利用深度神经网络和扩散模型技术，生成试衣视频。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
迪智伟奥生成合成算法,服务提供者,海南迪智伟奥网络科技有限公司,迪智伟奥(其他),应用于文本生成场景，根据用户输入的文本信息，通过大语言模型生成符合用户需求的文本内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
锋潮视频生成算法,服务提供者,晋城市锋潮网络科技有限公司,AI视频宝(APP)、简文(网站)、简文(APP),应用于视频生成场景，根据用户输入的字幕文本、视频片段、图像素材等内容，生成符合用户需求的视频内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
有道小P大模型算法,服务提供者,北京网易有道计算机系统有限公司,有道翻译官(APP)、小P老师(其他)、有道精品课(APP)、小P老师(APP)、Hi Echo口语教练(小程序)、小P老师(小程序)、有道小P(APP)、唱醒(APP)、有道博闻(APP)、有道小P(小程序)、有道小P(网站)、有道留学听课宝(APP)、Hi Echo(APP)、网易云课堂(APP)、网易有道词典(APP)、有道AIbox(APP)、有道翻译(APP)、中国大学MOOC(APP)、小P老师(网站),应用于对话生成场景，根据用户输入的问题文本，生成相应的文本回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
闪点AI生成算法,服务提供者,武汉闪点科技有限公司,盯闪(APP)、盯闪(小程序)、盯闪(网站),应用于对话生成场景，根据用户输入的问题，生成适合用户知识层次的内容。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
一语多模态文本语音生成式算法,服务提供者,北京星座女神文化传媒有限公司,准了星盘(小程序)、准了咨询平台(网站)、准了(APP)、准了星座(小程序),应用于文本、语音生成场景，根据用户输入的文本或语音转换成的文本数据，生成符合用户需求的文本内容并转换为语音。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
幻境智能文本深度合成算法,服务提供者,深圳市终极幻境网络科技有限公司,奇点Chat(APP)、EVE(APP)、奇点时代(APP),应用于对话生成场景，根据用户输入的问题或陈述文本，生成相应的文本、音频回复。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
亿图AIGC生成算法,服务提供者,亿图软件（湖南）有限公司,万兴脑暴(网站)、万兴脑暴(APP)、万兴图示(APP)、万兴脑图(APP)、万兴脑图(网站)、万兴图示(网站),应用于文本图像生成场景，根据用户输入的文本，生成相应的文本内容或图像。,2024-6,generative ai,境内深度合成服务算法备案清单（2024年6月）.docx
